relative_path,size_bytes,sha256
results/fold_contained/GSE135779_bootstrap_distributions.npz,68037,b5a16b4f28ea7308370753c0b6f05ec15e45515686ff5edf7f787bda112ca527
results/fold_contained/GSE135779_fold_selected_hvgs.csv,281511,1a741538676d8ef0dbca1eb1d043eb80437f35f027557b2503033baa7daf509e
results/fold_contained/GSE135779_ifn_residual_permutation.csv,145,0cd14a88fc199c8506232113cfaa33bd279b8dce204428cc468908c53c646787
results/fold_contained/GSE135779_ifn_residual_permutation_null.npy,8128,26a55939e9b543eb3c707f773e0e3cc877900ed03238260c8038a2bcae00b1a0
results/fold_contained/GSE135779_oof_predictions.csv,4379,0808f28897a88f98c33d2c88acd7c0379a6d6beb6594e2a5d075c75054e31dd8
results/fold_contained/GSE135779_run_metadata.json,1069,3b5d5539724ffc03ef5d9b640c2cb5890aab66785f55b7e9c0fd86e383ce5b17
results/fold_contained/GSE174188_auc_bootstrap_ci.csv,647,b0eb24bbb0c6f0bf7c1ff262f6fb79550ef654b5bd53e53a721890a08f6f2b73
results/fold_contained/GSE174188_bootstrap_distributions.npz,72534,b1a0c869a52250cefae0b56e0611367c998951e205153579b2cae5b29dd075e8
results/fold_contained/GSE174188_fold_selected_hvgs.csv,281885,6692c2116d562cb77f3eb0ecdcc9d27fa7294476e0b1aba520797fb5302963bc
results/fold_contained/GSE174188_oof_predictions.csv,20249,c40fd1d11a801f5d2d5ee0910ab004a017b2a317581d84dad01e56b3ac8a9153
results/fold_contained/GSE174188_run_metadata.json,862,0a48559ced755badc50d0fbef68739d9b61eafe44d97fbe5215ce58281bdc7cc
results/fold_contained/GSE285773_auc_bootstrap_ci.csv,547,183e0290f1a987039ec7e4a4645d47c641bf5852a3be2ffdda8a5b54ce6fed97
results/fold_contained/GSE285773_bootstrap_distributions.npz,30793,3bb48d81316f8c95c10c1388665dee4daececdc5e84a8187766d252f3d13dd33
results/fold_contained/GSE285773_fold_selected_hvgs.csv,282771,229f070f5347ac6c63f6b0d5589fedbd6710a39a5a402e0d485a4bb5ff64a233
results/fold_contained/GSE285773_oof_predictions.csv,2040,1671036cf4bcdc00c292803a7501841566bfd6c8b6d39888ddec3d4a40455d26
results/fold_contained/GSE285773_run_metadata.json,860,b7319e1fe0cd84ef0ed95dec4247dcd4864bb4808401768b14e571b5d3a8e68f
results/fold_contained/SHA256SUMS.txt,2405,c276000591af43ee3a3156318fb7c844e1423d18cd2fd0e740db3ee63f4dbdca
results/fold_contained/all_cohorts_auc_bootstrap_ci.csv,1785,3c12bf42a8230a4db8f7bcbd6208bd9c7ff9c2df56129a94c729b0915aaa40b7
