geo_accession,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,10x_well,cell_type,molecule,molecule_ch1,extract_protocol_ch1,data_processing,platform_id,contact_name,contact_email,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,supplementary_file_1,series_id,data_row_count
GSM5288748,CLUES1-POOL06-1,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,1,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288749,CLUES1-POOL06-2,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,2,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288750,CLUES1-POOL06-3,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,3,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288751,CLUES1-POOL06-4,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,4,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288752,CLUES1-POOL07-1,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,1,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288753,CLUES1-POOL07-2,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,2,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288754,CLUES1-POOL07-3,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,3,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288755,CLUES1-POOL07-4,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,4,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288756,CLUES1-POOL08-1,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,1,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288757,CLUES1-POOL08-2,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,2,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288758,CLUES1-POOL08-3,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,3,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288759,CLUES1-POOL08-4,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,4,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288760,CLUES1-POOL09-1,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,1,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288761,CLUES1-POOL09-2,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,2,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288762,CLUES1-POOL09-3,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,3,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288763,CLUES1-POOL09-4,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,4,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288764,CLUES1-POOL10-1,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,1,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288765,CLUES1-POOL10-2,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,2,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288766,CLUES1-POOL10-3,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,3,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
GSM5288767,CLUES1-POOL10-4,Public on Dec 01 2021,May 10 2021,Jan 30 2025,SRA,1,PBMC,Homo sapiens,9606,4,PBMC,RNA,total RNA,"10% of the barcoded cDNA from the 10X workflow was further amplified with Template switch oligo (TSO) primer and the Truseq Read 1 primer with KAPA HiFi hotstart readymix (Kapa Biosystems, Thermo Fisher Scientific) for 12 cycles at the conditions 98°C for 15 seconds, 67°C for 20 seconds and 72°C for 1 minute. A pool of forward Valpha and Vbeta primers containing the Illumina read 2 primer sequence were used in conjunction with the Truseq Read 1 primer to amplify CDR3 sequences from the TCR alpha and beta loci with NEBNext Ultra II Q5 Master Mix (New England Biolabs Inc.) for 25 cycles at the conditions 98°C for 10 seconds, 68°C for 30 seconds and 72°C for 1 minute. An additional amplification step using primers containing the Illumina P5 adapter, i5 index sequences and Truseq Read 1 primer sequence with the Illumina P7 adapter, i7 index sequences and Truseq Read 2 with NEBNext Ultra II Q5 Master Mix was carried out for 8 cycles at the conditions 98°C for 15 seconds and 72°C for 1 minute and 20 seconds to create final TCR libraries for sequencing.",Genome_build: hg19,GPL24676,"Yang,,Sun",yang.sun@ucsf.edu,Ye,Rheumatology,UCSF,513 Parnassus Ave,San Francisco,CA,94143,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,GSE174188,0
